[2026-05-05 19:07:49] STATUS: SPOOFING_ALERT | TRUST: 20% | RSSI: -11.14 dB
[2026-05-06 01:05:12] STATUS: SPOOF_ALERT | TRUST: 36.0% | RSSI: -54.78 dB
[2026-05-06 01:05:14] STATUS: SPOOF_ALERT | TRUST: 36.0% | RSSI: -40.36 dB
[2026-05-06 01:05:16] STATUS: SPOOF_ALERT | TRUST: 36.0% | RSSI: -59.12 dB
[2026-05-06 01:05:19] STATUS: SPOOF_ALERT | TRUST: 36.0% | RSSI: -45.63 dB
[2026-05-06 01:05:21] STATUS: SPOOF_ALERT | TRUST: 32.90909090909091% | RSSI: -10.50 dB
[2026-05-06 01:05:23] STATUS: SPOOF_ALERT | TRUST: 33.166666666666664% | RSSI: -44.85 dB
[2026-05-06 01:05:26] STATUS: SPOOF_ALERT | TRUST: 32.666666666666664% | RSSI: -36.78 dB
[2026-05-06 01:05:28] STATUS: SPOOF_ALERT | TRUST: 29.833333333333332% | RSSI: -14.27 dB
[2026-05-06 01:05:30] STATUS: SPOOF_ALERT | TRUST: 27.0% | RSSI: -12.22 dB
[2026-05-06 01:05:32] STATUS: SPOOF_ALERT | TRUST: 27.0% | RSSI: -40.40 dB
[2026-05-06 01:05:34] STATUS: SPOOF_ALERT | TRUST: 27.0% | RSSI: -55.63 dB
[2026-05-06 01:05:37] STATUS: SPOOF_ALERT | TRUST: 27.0% | RSSI: -45.75 dB
[2026-05-06 01:05:39] STATUS: SPOOF_ALERT | TRUST: 27.0% | RSSI: -53.24 dB
[2026-05-06 01:05:41] STATUS: SPOOF_ALERT | TRUST: 27.0% | RSSI: -44.20 dB
[2026-05-06 01:05:43] STATUS: SPOOF_ALERT | TRUST: 27.0% | RSSI: -45.18 dB
[2026-05-06 01:05:46] STATUS: SPOOF_ALERT | TRUST: 27.0% | RSSI: -37.54 dB
[2026-05-06 01:05:48] STATUS: SPOOF_ALERT | TRUST: 27.0% | RSSI: -12.28 dB
[2026-05-06 01:05:50] STATUS: SPOOF_ALERT | TRUST: 27.0% | RSSI: -40.14 dB
[2026-05-06 01:05:52] STATUS: SPOOF_ALERT | TRUST: 27.5% | RSSI: -44.13 dB
[2026-05-06 01:05:54] STATUS: SPOOF_ALERT | TRUST: 30.333333333333332% | RSSI: -49.45 dB
[2026-05-06 01:05:57] STATUS: SPOOF_ALERT | TRUST: 33.166666666666664% | RSSI: -46.93 dB
[2026-05-06 01:06:04] STATUS: SPOOF_ALERT | TRUST: 33.166666666666664% | RSSI: -49.65 dB
[2026-05-06 01:06:09] STATUS: SPOOF_ALERT | TRUST: 30.333333333333332% | RSSI: -14.34 dB
[2026-05-06 01:06:14] STATUS: SPOOF_ALERT | TRUST: 30.333333333333332% | RSSI: -45.91 dB
[2026-05-06 01:06:18] STATUS: SPOOF_ALERT | TRUST: 30.333333333333332% | RSSI: -45.94 dB
[2026-05-06 01:06:21] STATUS: SPOOF_ALERT | TRUST: 30.333333333333332% | RSSI: -44.34 dB
[2026-05-06 01:06:25] STATUS: SPOOF_ALERT | TRUST: 28.666666666666668% | RSSI: -31.66 dB
[2026-05-06 01:06:27] STATUS: SPOOF_ALERT | TRUST: 28.666666666666668% | RSSI: -50.63 dB
[2026-05-06 01:06:31] STATUS: SPOOF_ALERT | TRUST: 31.5% | RSSI: -45.96 dB
[2026-05-06 01:06:33] STATUS: SPOOF_ALERT | TRUST: 29.833333333333332% | RSSI: -34.63 dB
[2026-05-06 01:06:37] STATUS: SPOOF_ALERT | TRUST: 29.833333333333332% | RSSI: -38.87 dB
[2026-05-06 01:06:40] STATUS: SPOOF_ALERT | TRUST: 29.833333333333332% | RSSI: -40.13 dB
[2026-05-06 01:06:43] STATUS: SPOOF_ALERT | TRUST: 29.833333333333332% | RSSI: -44.16 dB
[2026-05-06 01:06:47] STATUS: SPOOF_ALERT | TRUST: 27.0% | RSSI: -19.35 dB
[2026-05-06 01:06:49] STATUS: SPOOF_ALERT | TRUST: 29.833333333333332% | RSSI: -38.10 dB
[2026-05-06 01:06:53] STATUS: SPOOF_ALERT | TRUST: 29.833333333333332% | RSSI: -46.72 dB
[2026-05-06 01:06:55] STATUS: SPOOF_ALERT | TRUST: 29.833333333333332% | RSSI: -46.19 dB
[2026-05-06 01:06:58] STATUS: SPOOF_ALERT | TRUST: 29.833333333333332% | RSSI: -44.17 dB
[2026-05-06 01:07:01] STATUS: SPOOF_ALERT | TRUST: 31.5% | RSSI: -48.73 dB
[2026-05-06 01:07:05] STATUS: SPOOF_ALERT | TRUST: 31.5% | RSSI: -59.34 dB
[2026-05-06 01:07:08] STATUS: SPOOF_ALERT | TRUST: 28.666666666666668% | RSSI: -14.56 dB
[2026-05-06 01:07:12] STATUS: SPOOF_ALERT | TRUST: 30.333333333333332% | RSSI: -48.14 dB
[2026-05-06 01:07:16] STATUS: SPOOF_ALERT | TRUST: 30.333333333333332% | RSSI: -47.92 dB
[2026-05-06 01:07:19] STATUS: SPOOF_ALERT | TRUST: 30.333333333333332% | RSSI: -40.65 dB
[2026-05-06 01:07:22] STATUS: SPOOF_ALERT | TRUST: 30.333333333333332% | RSSI: -45.01 dB
[2026-05-06 01:07:26] STATUS: SPOOF_ALERT | TRUST: 30.333333333333332% | RSSI: -14.33 dB
[2026-05-06 01:07:29] STATUS: SPOOF_ALERT | TRUST: 30.333333333333332% | RSSI: -48.67 dB
[2026-05-06 01:07:31] STATUS: SPOOF_ALERT | TRUST: 30.333333333333332% | RSSI: -42.44 dB
[2026-05-06 01:07:34] STATUS: SPOOF_ALERT | TRUST: 30.333333333333332% | RSSI: -44.39 dB
[2026-05-06 01:07:36] STATUS: SPOOF_ALERT | TRUST: 30.333333333333332% | RSSI: -47.05 dB
[2026-05-06 01:07:39] STATUS: SPOOF_ALERT | TRUST: 30.333333333333332% | RSSI: -39.88 dB
[2026-05-06 01:07:41] STATUS: SPOOF_ALERT | TRUST: 30.333333333333332% | RSSI: -38.26 dB
[2026-05-06 01:07:44] STATUS: SPOOF_ALERT | TRUST: 33.166666666666664% | RSSI: -55.95 dB
[2026-05-06 01:07:46] STATUS: SPOOF_ALERT | TRUST: 33.166666666666664% | RSSI: -46.95 dB
[2026-05-06 01:07:49] STATUS: SPOOF_ALERT | TRUST: 33.166666666666664% | RSSI: -38.77 dB
[2026-05-06 01:07:51] STATUS: SPOOF_ALERT | TRUST: 33.166666666666664% | RSSI: -42.15 dB
[2026-05-06 01:07:54] STATUS: SPOOF_ALERT | TRUST: 33.166666666666664% | RSSI: -51.48 dB
[2026-05-06 01:07:56] STATUS: SPOOF_ALERT | TRUST: 36.0% | RSSI: -50.81 dB
[2026-05-06 01:07:59] STATUS: SPOOF_ALERT | TRUST: 33.166666666666664% | RSSI: -9.85 dB
[2026-05-06 01:08:01] STATUS: SPOOF_ALERT | TRUST: 33.166666666666664% | RSSI: -44.96 dB
[2026-05-06 01:08:04] STATUS: SPOOF_ALERT | TRUST: 33.166666666666664% | RSSI: -42.11 dB
[2026-05-06 01:08:06] STATUS: SPOOF_ALERT | TRUST: 33.166666666666664% | RSSI: -44.00 dB
[2026-05-06 01:08:09] STATUS: SPOOF_ALERT | TRUST: 33.166666666666664% | RSSI: -42.12 dB
[2026-05-06 01:08:12] STATUS: SPOOF_ALERT | TRUST: 33.166666666666664% | RSSI: -43.17 dB
[2026-05-06 01:08:14] STATUS: SPOOF_ALERT | TRUST: 30.333333333333332% | RSSI: -14.20 dB
[2026-05-06 01:08:17] STATUS: SPOOF_ALERT | TRUST: 27.666666666666668% | RSSI: -23.85 dB
[2026-05-06 01:08:19] STATUS: SPOOF_ALERT | TRUST: 27.666666666666668% | RSSI: -46.11 dB
[2026-05-06 01:08:22] STATUS: SPOOF_ALERT | TRUST: 27.666666666666668% | RSSI: -42.88 dB
[2026-05-06 01:08:24] STATUS: SPOOF_ALERT | TRUST: 27.666666666666668% | RSSI: -49.26 dB
[2026-05-06 01:08:27] STATUS: SPOOF_ALERT | TRUST: 27.666666666666668% | RSSI: -49.23 dB
[2026-05-06 01:08:29] STATUS: SPOOF_ALERT | TRUST: 30.5% | RSSI: -42.66 dB
[2026-05-06 01:08:32] STATUS: SPOOF_ALERT | TRUST: 30.5% | RSSI: -46.07 dB
[2026-05-06 01:08:35] STATUS: SPOOF_ALERT | TRUST: 30.5% | RSSI: -41.49 dB
[2026-05-06 01:08:37] STATUS: SPOOF_ALERT | TRUST: 27.666666666666668% | RSSI: -11.04 dB
[2026-05-06 01:08:40] STATUS: SPOOF_ALERT | TRUST: 27.666666666666668% | RSSI: -50.64 dB
[2026-05-06 01:08:42] STATUS: SPOOF_ALERT | TRUST: 27.666666666666668% | RSSI: -37.78 dB
[2026-05-06 01:08:45] STATUS: SPOOF_ALERT | TRUST: 27.666666666666668% | RSSI: -17.96 dB
[2026-05-06 01:08:47] STATUS: SPOOF_ALERT | TRUST: 27.5% | RSSI: -12.33 dB
[2026-05-06 01:08:50] STATUS: SPOOF_ALERT | TRUST: 24.666666666666668% | RSSI: -10.22 dB
[2026-05-06 01:08:52] STATUS: SPOOF_ALERT | TRUST: 24.166666666666668% | RSSI: -36.70 dB
[2026-05-06 01:08:55] STATUS: SPOOF_ALERT | TRUST: 24.166666666666668% | RSSI: -58.45 dB
[2026-05-06 01:08:57] STATUS: SPOOF_ALERT | TRUST: 23.666666666666668% | RSSI: -37.47 dB
[2026-05-06 01:09:00] STATUS: SPOOF_ALERT | TRUST: 20.833333333333332% | RSSI: -15.61 dB
[2026-05-06 01:09:03] STATUS: SPOOF_ALERT | TRUST: 20.833333333333332% | RSSI: -48.70 dB
[2026-05-06 01:09:05] STATUS: SPOOF_ALERT | TRUST: 20.833333333333332% | RSSI: -40.21 dB
[2026-05-06 01:09:08] STATUS: SPOOF_ALERT | TRUST: 20.833333333333332% | RSSI: -6.43 dB
[2026-05-06 01:09:10] STATUS: SPOOF_ALERT | TRUST: 20.833333333333332% | RSSI: -43.19 dB
[2026-05-06 01:09:13] STATUS: SPOOF_ALERT | TRUST: 18.0% | RSSI: -14.73 dB
[2026-05-06 01:09:15] STATUS: SPOOF_ALERT | TRUST: 20.833333333333332% | RSSI: -40.20 dB
[2026-05-06 01:09:18] STATUS: SPOOF_ALERT | TRUST: 23.666666666666668% | RSSI: -48.78 dB
[2026-05-06 01:09:20] STATUS: SPOOF_ALERT | TRUST: 26.5% | RSSI: -49.66 dB
[2026-05-06 01:09:23] STATUS: SPOOF_ALERT | TRUST: 27.0% | RSSI: -41.97 dB
[2026-05-06 01:09:26] STATUS: SPOOF_ALERT | TRUST: 24.166666666666668% | RSSI: -12.27 dB
[2026-05-06 01:09:28] STATUS: SPOOF_ALERT | TRUST: 24.666666666666668% | RSSI: -43.11 dB
[2026-05-06 01:09:31] STATUS: SPOOF_ALERT | TRUST: 25.666666666666668% | RSSI: -26.32 dB
[2026-05-06 01:09:33] STATUS: SPOOF_ALERT | TRUST: 25.666666666666668% | RSSI: -42.81 dB
[2026-05-06 01:09:36] STATUS: SPOOF_ALERT | TRUST: 24.0% | RSSI: -32.81 dB
[2026-05-06 01:09:38] STATUS: SPOOF_ALERT | TRUST: 26.833333333333332% | RSSI: -45.08 dB
[2026-05-06 01:09:40] STATUS: SPOOF_ALERT | TRUST: 26.833333333333332% | RSSI: -46.06 dB
[2026-05-06 01:09:43] STATUS: SPOOF_ALERT | TRUST: 29.666666666666668% | RSSI: -47.62 dB
[2026-05-06 01:09:45] STATUS: SPOOF_ALERT | TRUST: 29.666666666666668% | RSSI: -43.95 dB
[2026-05-06 01:09:48] STATUS: SPOOF_ALERT | TRUST: 29.666666666666668% | RSSI: -55.00 dB
[2026-05-06 01:09:50] STATUS: SPOOF_ALERT | TRUST: 29.666666666666668% | RSSI: -41.98 dB
[2026-05-06 01:09:53] STATUS: SPOOF_ALERT | TRUST: 29.666666666666668% | RSSI: -47.40 dB
[2026-05-06 01:09:55] STATUS: SPOOF_ALERT | TRUST: 32.5% | RSSI: -55.61 dB
[2026-05-06 01:09:58] STATUS: SPOOF_ALERT | TRUST: 29.666666666666668% | RSSI: -15.63 dB
[2026-05-06 01:10:01] STATUS: SPOOF_ALERT | TRUST: 31.5% | RSSI: -44.51 dB
[2026-05-06 01:10:03] STATUS: SPOOF_ALERT | TRUST: 31.5% | RSSI: -53.80 dB
[2026-05-06 01:10:06] STATUS: SPOOF_ALERT | TRUST: 33.166666666666664% | RSSI: -53.05 dB
[2026-05-06 01:10:08] STATUS: SPOOF_ALERT | TRUST: 33.166666666666664% | RSSI: -45.43 dB
[2026-05-06 01:10:11] STATUS: SPOOF_ALERT | TRUST: 30.333333333333332% | RSSI: -16.44 dB
[2026-05-06 01:10:14] STATUS: SPOOF_ALERT | TRUST: 30.333333333333332% | RSSI: -50.91 dB
[2026-05-06 01:10:16] STATUS: SPOOF_ALERT | TRUST: 27.5% | RSSI: -7.07 dB
[2026-05-06 01:10:19] STATUS: SPOOF_ALERT | TRUST: 27.5% | RSSI: -44.45 dB
[2026-05-06 01:10:21] STATUS: SPOOF_ALERT | TRUST: 24.666666666666668% | RSSI: -7.12 dB
[2026-05-06 01:10:24] STATUS: SPOOF_ALERT | TRUST: 24.666666666666668% | RSSI: -44.52 dB
[2026-05-06 01:10:26] STATUS: SPOOF_ALERT | TRUST: 24.166666666666668% | RSSI: -37.45 dB
[2026-05-06 01:10:29] STATUS: SPOOF_ALERT | TRUST: 27.0% | RSSI: -53.08 dB
[2026-05-06 01:10:31] STATUS: SPOOF_ALERT | TRUST: 27.0% | RSSI: -43.67 dB
[2026-05-06 01:10:34] STATUS: SPOOF_ALERT | TRUST: 27.0% | RSSI: -46.42 dB
[2026-05-06 01:10:36] STATUS: SPOOF_ALERT | TRUST: 27.0% | RSSI: -47.26 dB
[2026-05-06 01:10:39] STATUS: SPOOF_ALERT | TRUST: 24.166666666666668% | RSSI: -9.40 dB
[2026-05-06 01:10:41] STATUS: SPOOF_ALERT | TRUST: 27.0% | RSSI: -53.36 dB
[2026-05-06 01:10:44] STATUS: SPOOF_ALERT | TRUST: 24.166666666666668% | RSSI: -6.51 dB
[2026-05-06 01:10:46] STATUS: SPOOF_ALERT | TRUST: 27.0% | RSSI: -41.80 dB
[2026-05-06 01:10:49] STATUS: SPOOF_ALERT | TRUST: 27.0% | RSSI: -53.60 dB
[2026-05-06 01:10:51] STATUS: SPOOF_ALERT | TRUST: 29.833333333333332% | RSSI: -40.91 dB
[2026-05-06 01:10:54] STATUS: SPOOF_ALERT | TRUST: 27.0% | RSSI: -17.63 dB
[2026-05-06 01:10:56] STATUS: SPOOF_ALERT | TRUST: 27.5% | RSSI: -41.21 dB
[2026-05-06 01:10:59] STATUS: SPOOF_ALERT | TRUST: 27.5% | RSSI: -41.07 dB
[2026-05-06 01:11:02] STATUS: SPOOF_ALERT | TRUST: 27.5% | RSSI: -50.46 dB
[2026-05-06 01:11:04] STATUS: SPOOF_ALERT | TRUST: 24.666666666666668% | RSSI: -21.68 dB
[2026-05-06 01:11:07] STATUS: SPOOF_ALERT | TRUST: 21.833333333333332% | RSSI: -17.00 dB
[2026-05-06 01:11:09] STATUS: SPOOF_ALERT | TRUST: 24.666666666666668% | RSSI: -44.33 dB
[2026-05-06 01:11:12] STATUS: SPOOF_ALERT | TRUST: 24.666666666666668% | RSSI: -45.31 dB
[2026-05-06 01:11:15] STATUS: SPOOF_ALERT | TRUST: 24.666666666666668% | RSSI: -17.82 dB
[2026-05-06 01:11:17] STATUS: SPOOF_ALERT | TRUST: 21.833333333333332% | RSSI: -11.15 dB
[2026-05-06 01:11:20] STATUS: SPOOF_ALERT | TRUST: 19.0% | RSSI: -12.29 dB
[2026-05-06 01:11:22] STATUS: SPOOF_ALERT | TRUST: 16.166666666666668% | RSSI: -16.61 dB
[2026-05-06 01:11:24] STATUS: SPOOF_ALERT | TRUST: 19.0% | RSSI: -40.56 dB
[2026-05-06 01:11:27] STATUS: SPOOF_ALERT | TRUST: 16.166666666666668% | RSSI: -7.51 dB
[2026-05-06 01:11:29] STATUS: SPOOF_ALERT | TRUST: 16.166666666666668% | RSSI: -45.90 dB
[2026-05-06 01:11:31] STATUS: SPOOF_ALERT | TRUST: 16.166666666666668% | RSSI: -40.41 dB
[2026-05-06 01:11:33] STATUS: SPOOF_ALERT | TRUST: 19.0% | RSSI: -44.75 dB
[2026-05-06 01:11:36] STATUS: SPOOF_ALERT | TRUST: 21.833333333333332% | RSSI: -45.92 dB
[2026-05-06 01:11:38] STATUS: SPOOF_ALERT | TRUST: 21.833333333333332% | RSSI: -42.19 dB
[2026-05-06 01:11:40] STATUS: SPOOF_ALERT | TRUST: 21.833333333333332% | RSSI: -52.30 dB
[2026-05-06 01:11:42] STATUS: SPOOF_ALERT | TRUST: 24.666666666666668% | RSSI: -37.58 dB
[2026-05-06 01:11:45] STATUS: SPOOF_ALERT | TRUST: 27.5% | RSSI: -39.16 dB
[2026-05-06 01:11:47] STATUS: SPOOF_ALERT | TRUST: 30.333333333333332% | RSSI: -39.35 dB
[2026-05-06 01:11:49] STATUS: SPOOF_ALERT | TRUST: 33.166666666666664% | RSSI: -38.38 dB
[2026-05-06 01:11:52] STATUS: SPOOF_ALERT | TRUST: 33.166666666666664% | RSSI: -46.28 dB
[2026-05-06 01:11:54] STATUS: SPOOF_ALERT | TRUST: 36.0% | RSSI: -44.70 dB
[2026-05-06 01:11:56] STATUS: SPOOF_ALERT | TRUST: 36.0% | RSSI: -37.74 dB
[2026-05-06 01:11:59] STATUS: SPOOF_ALERT | TRUST: 36.0% | RSSI: -37.51 dB
[2026-05-06 01:12:01] STATUS: SPOOF_ALERT | TRUST: 33.166666666666664% | RSSI: -7.83 dB
[2026-05-06 01:12:03] STATUS: SPOOF_ALERT | TRUST: 32.666666666666664% | RSSI: -36.95 dB
[2026-05-06 01:12:05] STATUS: SPOOF_ALERT | TRUST: 32.666666666666664% | RSSI: -40.84 dB
[2026-05-06 01:12:08] STATUS: SPOOF_ALERT | TRUST: 32.666666666666664% | RSSI: -41.20 dB
[2026-05-06 01:12:10] STATUS: SPOOF_ALERT | TRUST: 32.666666666666664% | RSSI: -38.61 dB
[2026-05-06 01:12:12] STATUS: SPOOF_ALERT | TRUST: 32.666666666666664% | RSSI: -37.66 dB
[2026-05-06 01:12:15] STATUS: SPOOF_ALERT | TRUST: 32.166666666666664% | RSSI: -37.15 dB
[2026-05-06 01:12:17] STATUS: SPOOF_ALERT | TRUST: 32.166666666666664% | RSSI: -43.18 dB
[2026-05-06 01:12:19] STATUS: SPOOF_ALERT | TRUST: 29.333333333333332% | RSSI: -10.45 dB
[2026-05-06 01:12:21] STATUS: SPOOF_ALERT | TRUST: 26.5% | RSSI: -16.52 dB
[2026-05-06 01:12:24] STATUS: SPOOF_ALERT | TRUST: 26.0% | RSSI: -37.07 dB
[2026-05-06 01:12:26] STATUS: SPOOF_ALERT | TRUST: 24.333333333333332% | RSSI: -35.78 dB
[2026-05-06 01:12:28] STATUS: SPOOF_ALERT | TRUST: 27.166666666666668% | RSSI: -45.97 dB
[2026-05-06 01:12:30] STATUS: INTRUSION_ALERT | TRUST: 27.666666666666668% | RSSI: -39.93 dB
[2026-05-06 01:12:33] STATUS: INTRUSION_ALERT | TRUST: 27.666666666666668% | RSSI: -42.72 dB
[2026-05-06 01:12:36] STATUS: INTRUSION_ALERT | TRUST: 27.666666666666668% | RSSI: -54.81 dB
[2026-05-06 01:12:38] STATUS: INTRUSION_ALERT | TRUST: 36.0% | RSSI: -48.29 dB
[2026-05-06 01:12:41] STATUS: INTRUSION_ALERT | TRUST: 36.0% | RSSI: -40.42 dB
[2026-05-06 01:12:43] STATUS: INTRUSION_ALERT | TRUST: 36.0% | RSSI: -40.96 dB
[2026-05-06 01:12:46] STATUS: INTRUSION_ALERT | TRUST: 36.0% | RSSI: -48.79 dB
[2026-05-06 01:12:49] STATUS: INTRUSION_ALERT | TRUST: 29.2% | RSSI: -11.25 dB
[2026-05-06 01:12:51] STATUS: INTRUSION_ALERT | TRUST: 24.666666666666668% | RSSI: -13.21 dB
[2026-05-06 01:12:54] STATUS: INTRUSION_ALERT | TRUST: 21.428571428571427% | RSSI: -11.51 dB
[2026-05-06 01:12:56] STATUS: INTRUSION_ALERT | TRUST: 23.25% | RSSI: -54.85 dB
[2026-05-06 01:12:59] STATUS: INTRUSION_ALERT | TRUST: 24.666666666666668% | RSSI: -41.49 dB
[2026-05-06 01:13:01] STATUS: INTRUSION_ALERT | TRUST: 25.8% | RSSI: -43.24 dB
[2026-05-06 01:13:04] STATUS: INTRUSION_ALERT | TRUST: 26.727272727272727% | RSSI: -44.68 dB
[2026-05-06 01:13:07] STATUS: INTRUSION_ALERT | TRUST: 27.5% | RSSI: -52.03 dB
[2026-05-06 01:13:09] STATUS: INTRUSION_ALERT | TRUST: 27.5% | RSSI: -38.04 dB
[2026-05-06 01:13:12] STATUS: INTRUSION_ALERT | TRUST: 27.5% | RSSI: -40.89 dB
[2026-05-06 01:13:14] STATUS: INTRUSION_ALERT | TRUST: 27.0% | RSSI: -37.10 dB
[2026-05-06 01:13:17] STATUS: INTRUSION_ALERT | TRUST: 27.0% | RSSI: -46.88 dB
[2026-05-06 01:13:19] STATUS: INTRUSION_ALERT | TRUST: 29.833333333333332% | RSSI: -42.86 dB
[2026-05-06 01:13:22] STATUS: INTRUSION_ALERT | TRUST: 29.833333333333332% | RSSI: -11.81 dB
[2026-05-06 01:13:25] STATUS: INTRUSION_ALERT | TRUST: 30.0% | RSSI: -24.49 dB
[2026-05-06 01:13:27] STATUS: INTRUSION_ALERT | TRUST: 30.0% | RSSI: -44.80 dB
[2026-05-06 01:13:30] STATUS: INTRUSION_ALERT | TRUST: 30.0% | RSSI: -41.93 dB
[2026-05-06 01:13:32] STATUS: INTRUSION_ALERT | TRUST: 30.0% | RSSI: -43.07 dB
[2026-05-06 01:13:35] STATUS: INTRUSION_ALERT | TRUST: 30.0% | RSSI: -49.97 dB
[2026-05-06 01:13:37] STATUS: INTRUSION_ALERT | TRUST: 30.0% | RSSI: -48.40 dB
[2026-05-06 01:13:40] STATUS: INTRUSION_ALERT | TRUST: 30.0% | RSSI: -43.46 dB
[2026-05-06 01:13:43] STATUS: INTRUSION_ALERT | TRUST: 30.0% | RSSI: -43.35 dB
[2026-05-06 01:13:45] STATUS: INTRUSION_ALERT | TRUST: 30.5% | RSSI: -54.98 dB
[2026-05-06 01:13:48] STATUS: INTRUSION_ALERT | TRUST: 27.666666666666668% | RSSI: -15.15 dB
[2026-05-06 01:13:50] STATUS: INTRUSION_ALERT | TRUST: 27.666666666666668% | RSSI: -44.09 dB
[2026-05-06 01:13:53] STATUS: INTRUSION_ALERT | TRUST: 27.666666666666668% | RSSI: -11.64 dB
[2026-05-06 01:13:55] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -38.15 dB
[2026-05-06 01:13:58] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -49.53 dB
[2026-05-06 01:14:00] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -52.57 dB
[2026-05-06 01:14:03] STATUS: INTRUSION_ALERT | TRUST: 27.5% | RSSI: -13.08 dB
[2026-05-06 01:14:06] STATUS: INTRUSION_ALERT | TRUST: 27.5% | RSSI: -50.27 dB
[2026-05-06 01:14:08] STATUS: INTRUSION_ALERT | TRUST: 24.666666666666668% | RSSI: -13.20 dB
[2026-05-06 01:14:11] STATUS: INTRUSION_ALERT | TRUST: 24.666666666666668% | RSSI: -53.32 dB
[2026-05-06 01:14:14] STATUS: INTRUSION_ALERT | TRUST: 24.666666666666668% | RSSI: -44.17 dB
[2026-05-06 01:14:16] STATUS: INTRUSION_ALERT | TRUST: 24.666666666666668% | RSSI: -46.39 dB
[2026-05-06 01:14:19] STATUS: INTRUSION_ALERT | TRUST: 27.5% | RSSI: -42.56 dB
[2026-05-06 01:14:22] STATUS: INTRUSION_ALERT | TRUST: 27.5% | RSSI: -48.95 dB
[2026-05-06 01:14:24] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -46.44 dB
[2026-05-06 01:14:27] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -43.64 dB
[2026-05-06 01:14:30] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -45.66 dB
[2026-05-06 01:14:33] STATUS: INTRUSION_ALERT | TRUST: 27.5% | RSSI: -10.85 dB
[2026-05-06 01:14:36] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -47.80 dB
[2026-05-06 01:14:39] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -43.77 dB
[2026-05-06 01:14:41] STATUS: INTRUSION_ALERT | TRUST: 33.166666666666664% | RSSI: -42.31 dB
[2026-05-06 01:14:44] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -9.15 dB
[2026-05-06 01:14:47] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -41.90 dB
[2026-05-06 01:14:50] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -47.92 dB
[2026-05-06 01:14:53] STATUS: INTRUSION_ALERT | TRUST: 27.5% | RSSI: -18.49 dB
[2026-05-06 01:14:55] STATUS: INTRUSION_ALERT | TRUST: 27.5% | RSSI: -45.82 dB
[2026-05-06 01:14:58] STATUS: INTRUSION_ALERT | TRUST: 27.5% | RSSI: -42.32 dB
[2026-05-06 01:15:01] STATUS: INTRUSION_ALERT | TRUST: 27.5% | RSSI: -60.76 dB
[2026-05-06 01:15:04] STATUS: INTRUSION_ALERT | TRUST: 27.5% | RSSI: -48.06 dB
[2026-05-06 01:15:06] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -49.02 dB
[2026-05-06 01:15:09] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -44.41 dB
[2026-05-06 01:15:12] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -46.49 dB
[2026-05-06 01:15:15] STATUS: INTRUSION_ALERT | TRUST: 30.333333333333332% | RSSI: -50.66 dB
[2026-05-06 01:15:17] STATUS: INTRUSION_ALERT | TRUST: 33.166666666666664% | RSSI: -38.94 dB
[2026-05-06 01:15:20] STATUS: INTRUSION_ALERT | TRUST: 33.166666666666664% | RSSI: -50.77 dB
[2026-05-06 01:15:23] STATUS: INTRUSION_ALERT | TRUST: 33.166666666666664% | RSSI: -44.87 dB
[2026-05-06 01:15:26] STATUS: INTRUSION_ALERT | TRUST: 33.166666666666664% | RSSI: -23.08 dB
[2026-05-06 01:15:28] STATUS: INTRUSION_ALERT | TRUST: 33.166666666666664% | RSSI: -46.45 dB
[2026-05-06 01:15:31] STATUS: INTRUSION_ALERT | TRUST: 31.5% | RSSI: -33.02 dB
[2026-05-06 01:15:34] STATUS: INTRUSION_ALERT | TRUST: 31.5% | RSSI: -47.45 dB
[2026-05-06 01:15:37] STATUS: INTRUSION_ALERT | TRUST: 31.5% | RSSI: -44.35 dB
[2026-05-06 01:15:39] STATUS: INTRUSION_ALERT | TRUST: 31.5% | RSSI: -45.61 dB
[2026-05-06 01:15:42] STATUS: INTRUSION_ALERT | TRUST: 31.5% | RSSI: -41.34 dB
[2026-05-06 01:15:45] STATUS: INTRUSION_ALERT | TRUST: 31.5% | RSSI: -44.05 dB
[2026-05-06 01:15:48] STATUS: INTRUSION_ALERT | TRUST: 31.5% | RSSI: -43.23 dB
[2026-05-06 01:15:50] STATUS: INTRUSION_ALERT | TRUST: 31.5% | RSSI: -48.31 dB
[2026-05-06 01:15:53] STATUS: INTRUSION_ALERT | TRUST: 28.666666666666668% | RSSI: -12.46 dB
